0.45446,0.51515
0.45501,0.51351
0.44759,0.51782
0.43573,0.52092
0.46408,0.52607
0.44609,0.52438
0.4529,0.52977
0.45424,0.53086
0.46905,0.52653
0.43962,0.54592
0.46108,0.53629
0.42923,0.5467
0.45412,0.5452
0.43684,0.52788
0.44179,0.54577
0.43027,0.51445
0.44874,0.51851
0.43619,0.54101
0.43591,0.52756
0.43518,0.53355
0.44333,0.53074
0.44182,0.51802
0.4368,0.53385
0.43249,0.54122
0.42243,0.52702
0.44436,0.52179
0.43729,0.51197
0.43285,0.51506
0.44311,0.52793
0.43807,0.52763
0.43047,0.5156
0.40518,0.51879
0.42016,0.51814
0.42527,0.51347
0.41658,0.50635
0.42816,0.49591
0.45106,0.51093
0.4146,0.49516
0.44895,0.51977
0.44669,0.50354
0.42865,0.49264
0.43111,0.5049
0.44046,0.50245
0.4298,0.52016
0.43991,0.49926
0.44774,0.4896
0.43901,0.4962
0.45382,0.48546
0.45619,0.49801
0.44983,0.50941
0.44755,0.49052
0.45183,0.52001
0.45525,0.51724
0.46317,0.50765
0.4524,0.51671
0.44676,0.5215
0.46563,0.50621
0.46459,0.51303
0.45338,0.52325
0.45429,0.5177
0.45177,0.51413
0.57565,0.51469
0.57364,0.513
0.57354,0.53143
0.58478,0.50774
0.57869,0.5507
0.58179,0.54937
0.58778,0.5516
0.56907,0.57199
0.57126,0.56107
0.56883,0.58086
0.55436,0.56381
0.54377,0.56813
0.54735,0.56266
0.55556,0.59394
0.55441,0.60714
0.55136,0.60159
0.54187,0.6056
0.55102,0.60363
0.54837,0.60868
0.51729,0.6477
0.54446,0.61527
0.51627,0.6362
0.50694,0.64378
0.50249,0.63622
0.51137,0.64511
0.51103,0.63142
0.4949,0.65885
0.47538,0.64476
0.48217,0.65019
0.4779,0.65042
0.47168,0.64661
0.46075,0.62075
0.46183,0.64192
0.4463,0.6447
0.44271,0.66737
0.43322,0.65431
0.44651,0.66624
0.42993,0.65532
0.42039,0.65137
0.42407,0.65139
0.42392,0.64428
0.4051,0.6415
0.40069,0.63762
0.39315,0.6453
0.40286,0.64112
0.3905,0.62555
0.36047,0.62414
0.37361,0.61355
0.37888,0.61572
0.36119,0.61907
0.36811,0.62732
0.34641,0.62099
0.33791,0.61474
0.35625,0.60941
0.35203,0.59186
0.33753,0.60543
0.336,0.58436
0.33853,0.58844
0.31483,0.59407
0.31875,0.58434
0.32341,0.58164
0.30112,0.56642
0.32639,0.55485
0.32594,0.55371
0.30744,0.54717
0.32387,0.53234
0.30429,0.55215
0.33243,0.52487
0.30653,0.51994
0.32257,0.5397
0.31677,0.53038
0.30894,0.50216
0.3078,0.50023
0.30852,0.49718
0.30998,0.49529
0.29676,0.46299
0.32309,0.44979
0.33066,0.46427
0.31947,0.47569
0.33485,0.45934
0.33748,0.46303
0.32989,0.46276
0.33502,0.44899
0.34414,0.43357
0.34304,0.43018
0.3431,0.44247
0.35067,0.41337
0.35314,0.4205
0.34865,0.42677
0.36263,0.41545
0.36091,0.40081
0.37341,0.40491
0.38618,0.39482
0.37888,0.39911
0.40929,0.41041
0.3866,0.41979
0.39276,0.39775
0.40757,0.42509
0.39424,0.41507
0.42768,0.404
0.44218,0.38515
0.42083,0.39655
0.42307,0.40166
0.45651,0.39687
0.44664,0.39083
0.45239,0.39654
0.45702,0.37733
0.46888,0.39407
0.48216,0.38514
0.48783,0.39793
0.47512,0.40694
0.47202,0.38975
0.48844,0.38909
0.49443,0.39719
0.49294,0.41098
0.50528,0.40799
0.52069,0.42041
0.51251,0.40581
0.52165,0.41352
0.53748,0.4087
0.54455,0.41712
0.53151,0.42217
0.56128,0.44308
0.53785,0.44514
0.55345,0.4399
0.56096,0.44803
0.5488,0.45643
0.56412,0.44771
0.56039,0.45595
0.5546,0.47658
0.55335,0.46639
0.57287,0.48046
0.59181,0.48056
0.55942,0.492
0.57918,0.48689
0.56723,0.50676
0.57733,0.5171
0.59781,0.50723
0.59508,0.51198
0.78178,0.5138
0.77853,0.52044
0.78732,0.57918
0.78833,0.57823
0.76961,0.58951
0.74497,0.61286
0.76151,0.64339
0.75143,0.67017
0.72968,0.67701
0.70583,0.71227
0.71118,0.72016
0.69045,0.74558
0.69084,0.74595
0.65866,0.77818
0.64442,0.76119
0.6207,0.78947
0.6049,0.80687
0.60759,0.80785
0.57325,0.80745
0.55976,0.82508
0.55364,0.82798
0.5269,0.84258
0.50514,0.86304
0.45725,0.84899
0.46853,0.85962
0.42359,0.86041
0.41462,0.8426
0.39986,0.84406
0.35713,0.84643
0.34907,0.82673
0.30712,0.83301
0.30231,0.82175
0.28347,0.81446
0.28207,0.79797
0.24806,0.78283
0.22596,0.77168
0.21423,0.75262
0.18703,0.75457
0.17997,0.75215
0.18136,0.72378
0.14896,0.70324
0.14982,0.67532
0.13927,0.64586
0.14063,0.62586
0.11943,0.61728
0.13518,0.59584
0.12172,0.57003
0.10382,0.55071
0.12501,0.53384
0.096776,0.51775
0.11975,0.48484
0.11091,0.47026
0.12265,0.47772
0.11916,0.44834
0.12946,0.41359
0.12427,0.38439
0.14812,0.35908
0.16922,0.36878
0.15055,0.32465
0.18274,0.30524
0.19552,0.3012
0.19487,0.27782
0.21161,0.26533
0.23486,0.26388
0.26131,0.23965
0.26304,0.23045
0.29838,0.22254
0.29666,0.20868
0.33561,0.20609
0.35565,0.19393
0.35512,0.16976
0.39638,0.19066
0.3914,0.17904
0.42088,0.17055
0.45095,0.18951
0.4723,0.20187
0.49343,0.18204
0.5026,0.16321
0.53113,0.19857
0.5546,0.19298
0.60172,0.20565
0.58279,0.23433
0.59868,0.22332
0.62521,0.2465
0.6335,0.26743
0.66265,0.26751
0.675,0.27635
0.6968,0.30608
0.70018,0.30024
0.7356,0.35727
0.71973,0.36458
0.74866,0.34563
0.74446,0.39312
0.74389,0.40871
0.75363,0.41812
0.77551,0.45904
0.76577,0.48806
0.78745,0.50066
0.77606,0.52505
