0.36235,0.76118
1.0846,0.77111
0.41435,0.56798
0.62883,0.64267
0.24693,-0.10647
0.16006,0.30546
0.078559,-0.17328
0.0029209,1.0564
0.1038,0.44141
1.0395,0.99921
0.045987,0.10504
1.0413,1.0779
0.56588,0.089453
0.63475,0.58852
0.0098999,1.1411
0.49765,1.0134
-0.032782,0.44762
0.35106,0.87167
0.73142,-0.016137
0.3969,0.72712
0.72406,0.69789
0.55189,1.153
0.19408,-0.17046
-0.2663,0.20193
-0.26478,0.27314
0.00097382,0.59201
0.26675,-0.16927
0.3959,0.83244
0.63542,0.23395
0.70673,0.11516
-0.26612,0.047039
0.97674,0.75772
0.97755,0.99216
-0.0026299,0.72251
0.044099,0.0094112
1.1377,-0.098506
0.14393,0.54574
1.037,0.41543
0.15936,0.4901
0.2732,1.1962
0.88706,0.34419
1.0357,0.61029
-0.071884,0.6546
1.0541,0.24973
0.073138,0.55674
0.99286,0.60939
0.46711,0.19435
0.81517,0.091848
0.88788,0.6017
1.1263,0.42079
0.15826,1.1973
0.40033,0.44654
0.54537,0.87387
0.18488,0.61114
0.8634,0.63163
-0.21576,0.84866
0.39836,0.79815
0.77961,0.98384
0.94985,0.57868
-0.11203,0.81103
0.66102,-0.055611
0.46223,-0.097266
0.65379,1.1032
-0.22457,1.1801
0.88284,0.63069
0.8327,0.13031
0.19966,0.089023
-0.18608,0.65903
0.54362,-0.16117
0.33071,0.57805
-0.043359,0.27958
0.79669,0.95362
-0.22696,0.36177
0.9477,1.0219
0.096901,0.90819
0.0083348,0.84856
-0.12813,0.16933
0.15435,0.41993
0.86135,0.99854
0.28729,0.91599
0.31346,0.36371
0.90947,-0.11353
-0.14655,0.42012
1.0146,-0.079952
0.11362,1.2176
0.85396,0.77384
-0.090499,-0.047823
0.68254,0.58041
0.98614,0.24864
0.5065,1.2256
0.87359,0.85687
1.0289,0.77893
0.090699,0.05848
0.16674,1.2238
-0.25459,1.1415
1.0429,-0.021524
-0.21646,0.88423
0.76378,1.2158
0.43102,0.3029
0.40753,0.33654
0.67436,1.1055
0.11189,0.89551
0.90456,-0.022809
0.1016,0.36663
0.75416,0.64636
0.95153,0.12665
0.85991,0.16705
0.82183,1.2169
0.27476,0.92458
1.0948,0.045377
0.97742,0.00071185
1.0289,0.75738
-0.23378,1.2092
-0.13192,1.0906
-0.23992,0.40709
0.76426,0.13802
0.37025,0.35053
1.1252,0.050271
0.013164,0.29984
0.062783,0.36674
0.66346,-0.12718
1.0506,0.37201
0.81324,0.10689
0.68513,0.93707
0.30096,0.030477
0.47795,1.0605
0.70577,0.56695
0.74019,0.51904
-0.11706,0.32381
0.13076,0.036153
0.71549,0.92916
-0.10028,0.46273
-0.058206,1.2115
0.48676,0.87823
0.3432,0.78199
1.1384,0.8687
0.60632,0.37056
0.64291,0.43425
0.62586,0.38198
0.68819,0.44665
0.64815,0.44885
0.66701,0.36796
0.68285,0.44878
0.62766,0.40649
0.66625,0.411
0.66148,0.4054
0.62383,0.40884
0.66528,0.44316
0.68478,0.37284
0.61619,0.43126
0.68978,0.41718
0.65807,0.42597
0.69495,0.37549
0.61594,0.41824
0.64302,0.36572
0.689,0.36659
0.68387,0.37348
0.6729,0.40475
0.67033,0.40505
0.68704,0.44619
0.65626,0.3723
0.6553,0.4444
0.66149,0.45376
0.6701,0.4217
0.66423,0.38331
0.69764,0.39332
0.65587,0.39318
0.6507,0.37546
0.66883,0.36767
0.67394,0.38959
0.66075,0.45035
0.61273,0.43344
0.62141,0.44079
0.64984,0.45683
0.64351,0.36572
0.67949,0.40291
0.6348,0.43788
0.62605,0.44533
0.61234,0.43322
0.64809,0.42952
0.6906,0.38701
0.64713,0.40958
0.68426,0.43029
0.65849,0.45058
0.68716,0.39268
0.69916,0.37831
0.6629,0.37333
0.61474,0.39991
0.67262,0.44974
0.64757,0.41147
0.65215,0.38808
0.67493,0.45717
0.68035,0.45329
